TMC,Severity,Start_Time,Start_Lat,Start_Lng,City,County,State (IL),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
201,2,7/22/2016 9:43,41.995392,-88.153267,Hanover Park,Cook,,77,74,30.02,10,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 9:44,41.865372,-88.04808,Glen Ellyn,DuPage,,77,74,30.02,10,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 9:57,42.444508,-88.112488,Lake Villa,Lake,,79,72,29.97,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 10:29,42.35968,-87.855736,Waukegan,Lake,,82,67,29.97,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,7/22/2016 10:33,41.877571,-87.9188,Berkeley,Cook,,80.1,67,30.02,10,13.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 12:05,41.851536,-87.937981,Oak Brook,DuPage,,82,62,30.01,10,13.8,,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,7/22/2016 12:39,41.984241,-87.836693,Chicago,Cook,,84,63,30.01,10,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,7/22/2016 13:38,39.094337,-88.581284,Effingham,Effingham,,83.3,77,30.06,10,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 13:41,41.860458,-87.985374,Villa Park,DuPage,,84.9,65,30.01,10,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 14:18,41.78651,-88.074211,Lisle,Dupage,,84.9,65,30.02,10,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 14:19,41.822094,-87.92659,Oak Brook,DuPage,,87.1,57,29.99,10,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 14:39,41.782139,-88.092598,Lisle,DuPage,,86,65,30,10,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,7/22/2016 16:54,41.900536,-89.068199,Rochelle,Ogle,,85.3,74,30.01,10,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 17:26,41.982391,-88.118561,Roselle,DuPage,,89.1,61,29.95,10,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 18:00,41.760918,-87.944824,Willowbrook,DuPage,,89.1,61,29.93,10,5.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 19:27,41.865803,-88.158348,Winfield,DuPage,,84,74,29.96,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 19:28,41.905163,-87.997635,Lombard,DuPage,,86,70,29.95,10,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 19:29,41.795757,-87.954262,Clarendon Hills,Dupage,,89.1,61,29.92,10,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/22/2016 20:06,42.066662,-88.144684,Hoffman Estates,Cook,,84,74,29.96,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/23/2016 10:12,41.747219,-88.030937,Woodridge,Dupage,,86.2,66,29.99,10,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/23/2016 10:12,41.771107,-87.92601,Burr Ridge,Dupage,,87.1,69,29.94,10,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/23/2016 13:41,40.808098,-90.401505,Abingdon,Knox,,88,72,29.96,10,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/23/2016 22:11,41.897549,-88.101967,Carol Stream,Dupage,,71.1,93,29.98,2,5.8,0.27,Heavy Thunderstorms and Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
201,2,7/23/2016 22:12,41.972725,-88.193855,Bartlett,Dupage,,71.1,93,29.98,2,5.8,0.27,Heavy Thunderstorms and Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
201,2,7/23/2016 22:55,41.836658,-88.101723,Wheaton,Dupage,,71.1,90,29.97,4,9.2,0.34,Thunderstorms and Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
201,2,7/24/2016 10:31,41.875153,-88.052879,Glen Ellyn,Dupage,,86,74,29.88,8,15,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/24/2016 16:07,41.696033,-88.047554,Bolingbrook,Will,,89.4,67,29.87,10,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,7/24/2016 16:40,41.750519,-87.625366,Chicago,Cook,,91.9,66,29.82,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 6:16,42.00766,-88.154182,Hanover Park,Cook,,71.1,90,29.96,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 7:20,42.035419,-88.275818,Elgin,Kane,,73.9,79,29.97,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 7:44,41.914433,-88.147835,Carol Stream,Dupage,,75.9,71,29.97,10,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 7:45,41.752609,-87.944847,Willowbrook,DuPage,,79,66,29.94,10,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 7:56,42.425163,-88.003769,Old Mill Creek,Lake,,75.9,71,29.93,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 8:00,41.869755,-87.934006,Elmhurst,Dupage,,77,69,29.96,10,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 8:01,41.90416,-88.120651,Carol Stream,DuPage,,75.9,71,29.97,10,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 8:07,41.837872,-88.003197,Lombard,DuPage,,77,69,29.96,10,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 8:42,42.015587,-87.950401,Elk Grove Village,Cook,,78.1,64,29.97,10,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 8:43,42.103279,-88.025932,Palatine,Cook,,79,64,29.98,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 8:53,42.200397,-87.906151,Lincolnshire,Lake,,79,64,29.98,10,5.8,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 9:06,41.859085,-88.087067,Wheaton,Dupage,,79,62,29.98,10,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 9:07,41.889984,-88.063789,Glen Ellyn,Dupage,,79,62,29.98,10,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,7/25/2016 9:14,41.873497,-87.804565,Forest Park,Cook,,81,60,29.96,10,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 9:24,41.859825,-88.027008,Lombard,DuPage,,80.1,58,29.99,10,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 9:28,41.859341,-88.041649,Glen Ellyn,DuPage,,80.1,60,29.99,10,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 9:48,42.335136,-88.112022,Grayslake,Lake,,81,58,29.95,10,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 9:56,41.844234,-87.987572,Oak Brook,Dupage,,82,56,29.97,10,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,7/25/2016 10:11,41.95332,-87.757149,Chicago,Cook,,80.1,58,29.99,10,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 10:14,42.004433,-88.187096,Bartlett,Dupage,,80.1,60,29.99,10,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 10:21,41.757427,-88.046776,Woodridge,DuPage,,80.2,57,30.01,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 10:34,42.272243,-88.198441,Island Lake,Lake,,82.9,53,29.99,10,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 10:44,41.751842,-87.973816,Darien,DuPage,,81.1,55,30.01,10,4.6,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 10:44,41.88792,-88.119034,Carol Stream,Dupage,,82,56,29.99,10,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 10:50,42.37851,-87.9394,Gurnee,Lake,,82.9,49,29.95,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 11:01,42.338364,-87.89502,Waukegan,Lake,,82.9,49,29.95,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 11:20,41.88818,-88.151085,Winfield,DuPage,,82,56,29.99,10,8.1,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 11:33,42.232635,-87.85508,Lake Forest,Lake,,84.9,44,29.99,10,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 11:39,42.030441,-88.236801,Elgin,Cook,,82.9,53,29.99,10,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 11:51,41.801762,-88.167297,Warrenville,DuPage,,82.9,53,29.99,10,6.9,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 12:22,41.94783,-87.649483,Chicago,Cook,,84,47,29.97,10,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 12:26,42.480843,-88.204094,Spring Grove,McHenry,,82.6,52,30.01,10,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 12:40,41.847286,-88.101723,Wheaton,DuPage,,84.9,46,30,10,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 12:45,42.010181,-88.184418,Streamwood,Cook,,84.9,46,30,10,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 12:53,41.758434,-88.075142,Woodridge,Dupage,,84.2,50,30.03,10,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,7/25/2016 13:45,41.750504,-88.035416,Woodridge,DuPage,,84.6,48,30.02,10,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 13:57,41.839535,-87.999153,Lombard,DuPage,,86,41,29.99,10,8.1,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 13:58,41.861008,-88.106575,Wheaton,Dupage,,86,44,29.99,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 14:19,41.870792,-88.216682,West Chicago,Dupage,,86,44,29.99,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 15:28,41.594383,-89.128448,Mendota,LaSalle,,83.3,54,30.01,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,7/25/2016 15:58,42.027084,-87.768677,Morton Grove,Cook,,88,40,29.96,10,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 16:49,41.736073,-87.972778,Darien,DuPage,,83.7,45,29.99,10,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 18:08,41.870544,-88.156944,Winfield,DuPage,,86,46,29.96,10,4.6,,Partly Cloudy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 18:09,41.735931,-88.04023,Woodridge,DuPage,,81.3,56,29.98,10,5.8,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 18:11,41.867504,-88.012695,Lombard,Dupage,,84.9,49,29.96,10,10.4,,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 18:27,41.990746,-88.157684,Hanover Park,Cook,,82.9,54,29.97,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/25/2016 19:37,41.994572,-88.207108,Bartlett,Cook,,80.1,60,29.97,10,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,7/25/2016 20:23,38.7323,-89.912483,Troy,Madison,,82.4,88,29.97,10,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
201,2,7/25/2016 20:37,41.859837,-88.026634,Lombard,Dupage,,78.1,62,29.98,10,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
201,3,7/25/2016 20:40,41.7188,-87.806488,Bridgeview,Cook,,81,49,29.96,10,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
201,3,7/25/2016 20:42,41.832413,-87.694962,Chicago,Cook,,81,49,29.96,10,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
201,2,7/26/2016 5:35,41.426453,-87.806091,Monee,Will,,68,89,30.05,10,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
201,3,7/26/2016 6:47,41.960751,-87.742928,Chicago,Cook,,73.9,76,30.05,10,4.6,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 6:48,41.903919,-87.631439,Chicago,Cook,,75.9,74,30.03,10,,,Partly Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 7:01,42.160805,-87.944626,Lincolnshire,Lake,,72,78,30.07,10,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 7:22,41.630959,-87.564018,Calumet City,Cook,,72,77,30.08,10,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 7:41,41.858562,-88.194839,West Chicago,DuPage,,75.9,71,30.05,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 8:16,42.305931,-87.960251,Libertyville,Lake,,75.9,69,30.03,10,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 8:39,41.863422,-88.204704,West Chicago,DuPage,,80.1,62,30.05,10,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 8:50,41.434612,-87.709229,Monee,Will,,79,57,30.08,10,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 8:50,41.895714,-87.690529,Chicago,Cook,,81,52,30.03,10,3.5,,Partly Cloudy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 9:08,41.751652,-87.983551,Darien,DuPage,,79.3,57,30.07,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 9:08,41.72765,-88.027931,Darien,DuPage,,79.3,57,30.07,10,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,3,7/26/2016 9:09,41.906471,-87.919655,Melrose Park,Cook,,79,60,30.05,10,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,7/26/2016 9:11,41.756802,-87.915901,Willowbrook,DuPage,,81,52,30.03,10,3.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,3,7/26/2016 9:23,41.994629,-87.866135,Des Plaines,Cook,,82,51,30.05,10,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 9:26,41.890194,-87.964607,Elmhurst,Dupage,,82,51,30.05,10,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 10:01,41.974869,-88.222771,Bartlett,DuPage,,81,54,30.05,10,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 10:09,41.940636,-88.150421,Carol Stream,Dupage,,81,54,30.05,10,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 10:44,41.848934,-88.09111,Wheaton,Dupage,,82.9,53,30.05,10,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 10:50,41.846531,-87.958771,Oak Brook,DuPage,,84,51,30.03,10,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
201,2,7/26/2016 10:56,41.858738,-88.109848,Wheaton,Dupage,,82.9,53,30.05,10,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
